type,date,latitude,longitude,gender,age range,self-defined ethnicity,officer-defined ethnicity,legislation,object of search,outcome
Person and Vehicle search,2021-06-15T22:24:00+00:00,51.476112,-0.198847,Male,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-15T22:40:00+00:00,51.507939,-0.384895,Male,18-24,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-15T23:30:00+00:00,51.557637,-0.074839,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-16T00:00:00+00:00,51.535357,0.00706,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T00:17:00+00:00,51.429494,-0.029434,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T01:40:00+00:00,51.51539,-0.070437,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T01:56:00+00:00,51.502384,0.048996,Male,25-34,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person search,2021-06-16T02:50:00+00:00,51.509962,-0.131179,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person and Vehicle search,2021-06-16T03:38:00+00:00,51.505127,-0.229332,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T04:35:00+00:00,51.555208,-0.115751,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Arrest
Person search,2021-06-16T06:30:00+00:00,51.455477,-0.04956,Male,25-34,Asian/Asian British - Pakistani,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-16T07:38:00+00:00,51.475631,-0.037224,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T08:45:00+00:00,51.564239,-0.108077,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T10:25:00+00:00,51.498614,-0.152793,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T10:35:00+00:00,51.402074,-0.083621,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T11:28:00+00:00,51.495567,0.13127,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T11:37:00+00:00,51.517205,-0.128043,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-16T11:56:00+00:00,51.51666,0.016053,Male,25-34,Black/African/Caribbean/Black British - African,Black,Firearms Act 1968 (section 47),Firearms,Arrest
Person search,2021-06-16T12:00:00+00:00,51.562231,-0.082998,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T12:00:00+00:00,51.562231,-0.082998,Male,Oct-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T12:20:00+00:00,51.514749,0.004784,Female,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Firearms Act 1968 (section 47),Firearms,Arrest
Person and Vehicle search,2021-06-16T12:45:00+00:00,51.474673,0.113606,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T13:20:00+00:00,,,Male,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T13:20:00+00:00,51.548342,-0.102044,Male,Oct-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T13:20:00+00:00,51.509074,-0.022212,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T13:50:00+00:00,51.514964,-0.159727,Male,25-34,Other ethnic group - Any other ethnic group,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T14:00:00+00:00,51.490037,-0.035625,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T14:42:00+00:00,51.490471,0.067837,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T14:43:00+00:00,51.490471,0.067837,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T15:47:00+00:00,51.534521,-0.112092,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T15:51:00+00:00,51.548038,0.049128,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T15:55:00+00:00,,,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T16:20:00+00:00,51.587825,-0.056803,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T16:20:00+00:00,51.587825,-0.056803,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T16:20:00+00:00,51.587825,-0.056803,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T16:20:00+00:00,51.587825,-0.056803,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T16:37:00+00:00,51.515079,-0.066271,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T16:38:00+00:00,51.378662,-0.024346,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T17:00:00+00:00,51.517851,-0.206786,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T17:05:00+00:00,,,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest
Person search,2021-06-16T17:40:00+00:00,51.522825,-0.17136,Male,18-24,Other ethnic group - Any other ethnic group,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T19:16:00+00:00,51.516765,-0.163359,Male,18-24,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person and Vehicle search,2021-06-16T19:20:00+00:00,51.529837,-0.292313,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T19:26:00+00:00,51.561402,-0.220453,Male,over 34,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person search,2021-06-16T19:30:00+00:00,51.326055,-0.129565,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T19:40:00+00:00,51.376942,0.116358,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T20:10:00+00:00,51.438206,-0.133174,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T20:40:00+00:00,51.448632,-0.011973,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T20:45:00+00:00,51.534841,0.034419,Male,over 34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-16T21:10:00+00:00,51.424826,-0.131562,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-16T21:30:00+00:00,51.555813,-0.378338,Male,18-24,Mixed/Multiple ethnic groups - White and Asian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-16T21:30:00+00:00,51.555813,-0.378338,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T22:35:00+00:00,,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T22:50:00+00:00,51.468683,-0.191797,Male,18-24,Asian/Asian British - Any other Asian background,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Vehicle search,2021-06-16T22:50:00+00:00,51.502384,0.048996,,,,,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person and Vehicle search,2021-06-16T22:50:00+00:00,51.502384,0.048996,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T22:55:00+00:00,51.472448,-0.185773,Male,18-24,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-16T23:01:00+00:00,51.486335,-0.188247,Male,over 34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-16T23:03:00+00:00,51.472448,-0.185773,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-16T23:14:00+00:00,51.453763,-0.147321,Male,25-34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-16T23:25:00+00:00,51.518487,-0.21845,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-16T23:53:00+00:00,51.397578,-0.092981,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-17T00:20:00+00:00,51.490301,0.067253,Male,over 34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-17T01:02:00+00:00,51.495143,-0.015208,Male,25-34,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-17T01:30:00+00:00,51.556242,0.071496,Female,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person search,2021-06-17T04:01:00+00:00,51.517616,-0.070718,Male,over 34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Vehicle search,2021-06-17T04:08:00+00:00,51.573315,0.049211,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-17T04:23:00+00:00,51.472448,-0.185773,Male,18-24,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-17T04:40:00+00:00,51.521903,-0.419139,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person search,2021-06-17T04:49:00+00:00,51.443676,-0.390501,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-17T04:55:00+00:00,51.38395,-0.082295,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-17T05:10:00+00:00,51.477454,-0.127252,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-17T06:15:00+00:00,51.483233,-0.26862,Male,25-34,Black/African/Caribbean/Black British - Caribbean,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person and Vehicle search,2021-06-17T06:15:00+00:00,51.542049,-0.380529,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-17T07:33:00+00:00,51.544586,-0.252159,Male,over 34,White - Irish,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-17T08:15:00+00:00,51.446212,-0.028944,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-17T08:20:00+00:00,51.415179,-0.054325,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-17T09:20:00+00:00,51.43572,-0.187315,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-17T09:35:00+00:00,51.359055,-0.190673,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-17T09:38:00+00:00,51.503164,-0.223226,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest
Person search,2021-06-17T09:42:00+00:00,51.503164,-0.223226,Female,over 34,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest
Person search,2021-06-17T10:10:00+00:00,51.541608,0.003845,Male,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-17T10:13:00+00:00,51.484155,0.106382,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
